㐀	⿱⿰↔⺊⺊一
㚡	⿰⿱大⿹丁口⿱大⿹丁口
㚢	⿰亻女
㚣	⿱女女
㚤	⿰女⿺⿻㇐㇂丶
㚥	⿰女⿱一⿻一亅
㚦	⿰女⿱一⿰丿丨
㚧	⿰女广
㚨	⿰女⿹⺄十
㚩	⿰女⿻冂⿱一一
㚪	⿰女毛
㚫	⿰女及
㚬	⿰女⿹勹冫
㚭	⿰女⿺⿸⿻一丿乚丶
㚮	⿰女⿱冖几
㚯	⿰女⿵⿰丿⺄㐅
㚰	⿰女⿱不一
㚱	⿰女⿱㇒⿺⿱丨一⿱一丨
㚲	⿰女⿱⺊口
㚳	⿰女⿰力口
㚴	⿰女⿸⿻一丿巾
㚵	⿰女⿱夂⺀
㚶	⿰女⿰丨⿱
㚷	⿰女⿱𠆢小
㚸	⿰女⿹𠃌⿱一口
㚹	⿰女⿰⿰丿卩
㚺	⿰女⿱⿹𠄎丿子
㚻	⿱田女
㚼	⿰女田
㚽	⿱⿰工⿱一㇉女
㚾	⿰女⿱口儿
㚿	⿰女⿹勹巳
㛀	⿰女⿱⺈𫜹
㛁	⿰女⿻干丷
㛂	⿰女⿸⿱㇒丿巴
㛃	⿱⿰⿻三丨刀女
㛄	⿰女衣
㛅	⿰女耳
㛆	⿰女⿱⿹𠄎丿木
㛇	⿰女⿸广土
㛈	⿰女⿱⿻土㇒⿱一㇉
㛉	⿰女⿱一⿻儿口
㛊	⿰女⿱⿰丿㇅木
㛋	⿰女⿱𠆢⺗
㛌	⿰女⿱厶牛
㛍	⿰女⿻大从
㛎	⿰女⿱口口
㛏	⿰女⿺⿻一⿰冫⿰亅丶
㛐	⿰女⿱一
㛑	⿱⿰⿱⺊夕又女
㛒	⿰女豆
㛓	⿰女⿱㐅⿸⿻一丿巾
㛔	⿰女⿱夂⿻三丨
㛕	⿰女⿱口巴
㛖	⿰女⿳厶八夊
㛗	⿰女⿻从土
㛘	⿰女⿱子
㛙	⿰女辛
㛚	⿰女⿱⿱乛丶⿵⺆⿻二丨
㛛	⿰女身
㛜	⿱⿲亻丨攵女
㛝	⿰女貝
㛞	⿰女⿱王廾
㛟	⿰女⿳⺈冂大
㛠	⿰女⿵门日
㛡	⿰女⿱宀⿱一⿱一儿
㛢	⿰女⿱禾⿹𠄎丿
㛣	⿰女⿱口贝
㛤	⿰女⿱一⿰⿵冂丶⿵冂丶
㛥	⿰女⿱水日
㛦	⿰女林
㛧	⿰女⿱山石
㛨	⿰女⿸⺶乚
㛩	⿰女⿳亠厶⺝
㛪	⿰女⿱大⿻日乚
㛫	⿰女⿱日勿
㛬	⿰女⿱土
㛭	⿰女⿱⿱⿻一⿰丨丨一日
㛮	⿰女⿱宀⿱火又
㛯	⿰女⿺⿱⺈⿸⿻口丿乚力
㛰	⿰女⿱民日
㛱	⿰女⿳田一
㛲	⿰女頁
㛳	⿱⿱巾女
㛴	⿰女⿱巛⿱㇒⿴囗㐅
㛵	⿰女⿱爫⿻冂土
㛶	⿰女⿱山⿸⿻一丿火
㛷	⿱⿰禾⿺⿸⿻一丿乚丶女
㛸	⿰女⿳士口䒑
㛹	⿰女⿰亻⿱一
㛺	⿰女音
㛻	⿰女⿱大⿱土土
㛼	⿰女⿶臼⿱㇒十
㛽	⿰女⿱宀米
㛾	⿰女⿵⿰丿戈⿱一口
㛿	⿰女⿳⿻⿻一⿰丨丨丨冖巾
㜀	⿰女⿰木目
㜁	⿰女⿱木⿱日一
㜂	⿱⿰⿱土土寸女
㜃	⿰女⿰亻言
㜄	⿰女風
㜅	⿰女⿱⿱亠幺田
㜆	⿰女⿺辶米
㜇	⿰女⿱⿱土土心
㜈	⿱⿰⿹⿱⿱乛丶⿱乛亅㇒⿱夂力女
㜉	⿰女⿱巛⿱口巴
㜊	⿰女⿸尸⿱⿱⿻一⿰丨丨一
㜋	⿰女⿳䒑八皿
㜌	⿰⿱⿳士冖一女殳
㜍	⿰女⿸广⿱⿻丨口
㜎	⿰女⿱爫⿱幺大
㜏	⿰女⿱口貝
㜐	⿰女⿱山豆
㜑	⿱⿰氵⿺⿻十⺝丶女
㜒	⿰女⿱臼廾
㜓	⿰女⿱艹合
㜔	⿰女⿱立⿱口儿
㜕	⿰女⿺辶車
㜖	⿰女⿱日
㜗	⿰女⿱⿱厶⿰厶厶⿱𠆢彡
㜘	⿰女⿸虍且
㜙	⿰女鹿
㜚	⿰女⿱宀⿰亻⿱一白
㜛	⿰女⿰車欠
㜜	⿰女⿰⿱⿻土一⿰丿𠃌攵
㜝	⿰女⿱⿱⿵𠆢丶乛酉
㜞	⿱⿰車斤女
㜟	⿰女⿰⿱乛耳攵
㜠	⿰女⿱山隹
㜡	⿰女⿰彳⿱从⿺人⺊
㜢	⿰女⿱⿻⿱⿻口一口丨女
㜣	⿰女⿱⿰⿻夕丶犬灬
㜤	⿰女⿱⿱一⿻口⿰丨丨⿱日十
㜥	⿰女⿱罒貝
㜦	⿰女⿳𫜹⿰工口寸
㜧	⿰女⿸厂⿰⿱䒑⿻凵丿欠
㜨	⿰女⿸尸⿱⿰冫⿰亅牛
㜩	⿰女⿳㇒⿵冂米大
㜪	⿱⿰⿱立木斤女
㜫	⿰女⿰彳⿰⿳山一几攵
㜬	⿰女⿸⿱⺈厂⿱八言
㜭	⿰女⿱⿱⿱⺌冖口田
㜮	⿰女⿱⿰⿷匚⿳丨丨⿱𠂉丶皿
㜯	⿰女⿱⿰⿷匚⿳丨口丨巳灬
㜰	⿰女⿱⿲幺白幺木
㜱	⿰女⿱⿰斤斤貝
㜲	⿰女⿱⿱⿱亠𠃊口⿲月女⿵几丶
㜳	⿰女⿳亠⿱罒⿴丨𧘇
㜴	⿰女⿳⿱艹罒冖目
㜵	⿰女⿳亠馬𧘇
㜶	⿰女⿱⿱⿱⺈口比⿷⿱⺈⿸⿻口丿乚丶
㜷	⿱⿰弓⿻⿱一丨⿱八⿵冂⿰⿱㐅乂⿱㐅乂女
㜸	⿱⿱艹⿰⿱㇒⿰丨⿱辛女
㜹	⿰女⿱⿰目目隹
㜺	⿰女⿱⿰⿱⿰㇒土儿⿱⿰㇒土儿貝
㜻	⿰女⿱⿲糹言糸心
㜼	⿰女⿱⿱田⿰田田⿱冖且
㜽	⿱巛子
㜾	⿰子⿱𠆢⿰丿丨
㜿	⿰子⿱⿱乛丶⿱乛亅
㝀	⿰母子
㝁	⿱⿹勹日子
㝂	⿰子⿰扌斤
㝃	⿰子⿱⺈⿸⿻口丿乚
㝄	⿰⿳亠口子⿻一⿻凵乚
㝅	⿰⿱⿳士冖一子殳
㝆	⿰子⿱⿳士口䒑口
㝇	⿰⿳亠口子⿳亠口子
㝈	⿱⿲糹言糸⿰子子
㝉	⿱宀一
㝊	⿱宀又
㝋	⿱宀⿱乛亅
㝌	⿱宀久
㝍	⿱宀⿹一
㝎	⿱宀⿱丶
㝏	⿱宀⿱𠆢⿰丿丨
㝐	⿱宀⿱八厶
㝑	⿱宀方
㝒	⿱宀古
㝓	⿱宀合
㝔	⿱宀⿱亠⿱八乂
㝕	⿱⿱宀心又
㝖	⿱宀多
㝗	⿱宀⿱丶⿸⿰𠄌𫜹
㝘	⿱宀言
㝙	⿱宀⿳王一八
㝚	⿱宀⿺廴⿱㇒
㝛	⿱宀⿰亻⿱一⿻人口
㝜	⿱宀⿱⿱⿻一⿰丨丨一日
㝝	⿱宀林
㝞	⿱宀⿱一
㝟	⿱⿱宀一見
㝠	⿱宀⿱日⿱亠八
㝡	⿱宀⿰耳又
㝢	⿱宀⿻⿱㇒虫冂
㝣	⿱宀⿱⿰⿻三丨刀大
㝤	⿱宀⿱⿱⿻⿱一一⿰丨丨一⿻冂土
㝥	⿱宀⿰爿米
㝦	⿱宀⿱隹⿹𠄎丿
㝧	⿱⿱宀女⿻从土
㝨	⿱宀⿱⿱土口𧘇
㝩	⿱宀⿸广⿻⿰冫⿰亅
㝪	⿱宀⿰⿱土⿱丷干
㝫	⿱宀⿰阝⿱夂⿱一生
㝬	⿰⿱⿱宀⿻三丨口⿻二人
㝭	⿱宀⿰忄⿱日生
㝮	⿱宀⿰⿱出示又
㝯	⿱宀⿱⿱⿱㇒大口⿵冂口
㝰	⿱宀⿳自穴方
㝱	⿱宀⿰爿⿳⿱艹罒冖夕
㝲	⿱宀⿰爿⿳⿱艹罒冖⿳𫜹冖巾
㝳	⿻一⺗
㝴	⿺⿱一⿱一儿寸
㝵	⿱⿱日一寸
㝶	⿳罒儿寸
㝷	⿳𫜹⿰工⿻九丶寸
㝸	⿱⿲㇒丨丶⿱白儿
㝹	⿱少⿷⿱⺈⿸⿻口丿乚丶
㝺	⿰⿱丷⿻⿳一八⿰丨丨少
㝻	⿰⿱⿱⿻一⿰丨丨一⿻口⿻土一少
㝼	⿺⿸⿻一丿乚⿱一⿻一亅
㝽	⿺⿸⿻一丿乚水
㝾	⿺⿸⿻一丿乚⿸⿻一丿工
㝿	⿺⿸⿻一丿乚皮
㞀	⿺⿸⿻一丿乚⿸⿻一丿火
㞁	⿺⿸⿻一丿乚⿱日匕
㞂	⿺⿸⿻一丿乚⿱爫女
㞃	⿰谷⿺⿸⿻一丿乚丶
㞄	⿺⿸⿻一丿乚⿱大⿻日乚
㞅	⿺⿸⿻一丿乚⿻日木
㞆	⿺⿸⿻一丿乚⿱大⿹丁口
㞇	⿺⿸⿻一丿乚⿳田一
㞈	⿺⿸⿻一丿乚⿸户⿵冂⿻一⿰丨丨
㞉	⿺⿸⿻一丿乚⿸⺶工
㞊	⿰⿱出示⿸⿻一丿乚
㞋	⿸尸又
㞌	⿸尸子
㞍	⿸尸⿻九丶
㞎	⿸尸巴
㞏	⿸尸⿱㇒⿱丶
㞐	⿸尸立
㞑	⿸尸⿻乚
㞒	⿸尸自
㞓	⿸尸⿱匕日
㞔	⿸尸多
㞕	⿸尸⿱八⺝
㞖	⿸尸⿻⿳一冂𠆢丨
㞗	⿸尸⿺⿻一⿰冫⿰亅丶
㞘	⿸尸⿻豕丶
㞙	⿸⿸尸毛水
㞚	⿸尸⿶臼⿱㇒十
㞛	⿸尸⿰彳⿱匕日
㞜	⿸尸⿰彳⿱禾女
㞝	⿱⿵⿰丿戈⿱⿱⺊一小尸
㞞	⿸尸⿰彳⿱从⿺人⺊
㞟	⿸尸⿱⿱丷酉大
㞠	⿸尸⿱⿱⿻大丷日小
㞡	⿸尸⿱⿱⿰工工⿰工工𧘇
㞢	⿱⿻凵丨一
㞣	⿱⿻凵丨分
㞤	⿱山人
㞥	⿱山入
㞦	⿰山几
㞧	⿱山⿹𠄎丿
㞨	⿰山子
㞩	⿱山⿵几丶
㞪	⿱山
㞫	⿱山⿱丶
㞬	⿱山工
㞭	⿱大山
㞮	⿱山⿱⺈丶
㞯	⿱己山
㞰	⿰山⿱𠂉十
㞱	⿱山日
㞲	⿰山⿻口丨
㞳	⿰山⿻十⺀
㞴	⿰山氏
㞵	⿱山文
㞶	⿰山文
㞷	⿱⿻凵丨王
㞸	⿱山不
㞹	⿰山⿹丁口
㞺	⿱山矢
㞻	⿱山⿱口⿱一㇉
㞼	⿱⿱乛水山
㞽	⿰山⿰𠄌戈
㞾	⿰山⿸尸匕
㞿	⿳山土乂
㟀	⿱禾山
㟁	⿰山⿸厂干
㟂	⿰山母
㟃	⿰山⿹𠃌⿱一口
㟄	⿰山羊
㟅	⿰山⿱⿶凵㐅儿
㟆	⿰山⿱⿰亻⿻乚㇒十
㟇	⿰山⿻从土
㟈	⿰山⿺⿻一⿰冫⿰亅丶
㟉	⿰山⿱宀牛
㟊	⿰山⿱爫子
㟋	⿰山⿱丷⿱口儿
㟌	⿰山⿻⿸⿺⿻一丿丶⿻乚㇒⿱㇒㇒
㟍	⿰山⿱丶⿸⿰𠄌𫜹
㟎	⿰山⿱爫女
㟏	⿰山⿱⿱⿵𠆢丶乛口
㟐	⿰山⿱艹⿱亠𠃊
㟑	⿰山⿱子
㟒	⿱山⿸⿻丿口
㟓	⿰山⿱㐅⿸⿻一丿巾
㟔	⿱山⿱⿱⿵𠆢丶乛口
㟕	⿱山⿰口⿻十⺀
㟖	⿱山⿱王廾
㟗	⿻山⿰分分
㟘	⿰山⿵⺆⿱土口
㟙	⿰山⿱⿱⿻一⿰丨丨一日
㟚	⿱⿰木支山
㟛	⿱山⿰扌⿴⿱⿻一⿰丨丨一一
㟜	⿱山⿰弓⿱⿰㇒乛小
㟝	⿰山⿱立口
㟞	⿰山⿱戈戈
㟟	⿱山⿱共巳
㟠	⿰山⿵⿵冂䒑山
㟡	⿱山⿱⿻丷⿻二人㔾
㟢	⿱山⿱大⿹丁口
㟣	⿰山⿰木⿱八厶
㟤	⿱山⿱⿰冫⿰亅
㟥	⿱山⿳厶大彡
㟦	⿱山⿱冖車
㟧	⿱山⿱吅⿱一⿱一㇉
㟨	⿰山⿱山⿱一⿱㇒⿵冂⿰丨丨
㟩	⿱⿰民攵山
㟪	⿰山⿳田一
㟫	⿰山⿱白水
㟬	⿱山⿱⿻臼丨又
㟭	⿰山⿱民日
㟮	⿰山⿱穴犬
㟯	⿱山⿱宀⿱夂口
㟰	⿰山⿱冖⿱日⿱亠八
㟱	⿰山⿱⿱䒑土灬
㟲	⿰山⿸厂⿱白小
㟳	⿰山⿱⿱一⿻口⿰丨丨木
㟴	⿰山鬼
㟵	⿱山⿱罒正
㟶	⿱山⿸厂⿱白小
㟷	⿰山⿱艹合
㟸	⿰山⿱白⿱大十
㟹	⿰山⿰耳⿰⿰丿卩
㟺	⿱山⿱⿻⿱⿻口一口丨女
㟻	⿱⿰車斤山
㟼	⿱山⿰⿱⿻土一⿰丿𠃌攵
㟽	⿰山⿱⿱一⿻口⿰丨丨示
㟾	⿰山⿸广⿻⿻丨月
㟿	⿰山⿱艹⿱犬廾
㠀	⿱鳥山
㠁	⿰山⿱⿱厶⿰厶厶⿱𠆢彡
㠂	⿰山⿰⿱⿻土一⿰丿𠃌攵
㠃	⿰山⿳亠丷⿵冂古
㠄	⿱山⿱羽白
㠅	⿱山⿰彳⿱⿱𠂉日夊
㠆	⿰山⿱吅⿻⿻日丨一
㠇	⿱山⿰⿱亠⿱口小⿺⿸⿻一丿乚丶
㠈	⿰山⿵門王
㠉	⿰山⿱立⿻日土
㠊	⿰山⿸虍⿱⿻⿰丨丨丷一
㠋	⿱山⿱⿱口吅⿱一⿱一㇉
㠌	⿱山⿰⿱八欠
㠍	⿱山⿱隹木
㠎	⿰山⿱隹木
㠏	⿰山⿱艹
㠐	⿱山⿱⿱⿱㇒大口⿵冂口
㠑	⿱山⿱罒非
㠒	⿰山⿰⿱⿱一⿻口⿰丨丨示刂
㠓	⿰山⿱艹⿳冖一豕
㠔	⿱山⿰⿸尸口辛
㠕	⿱山⿰阝鬼
㠖	⿱山⿱⿱䒑土⿻⿱㇒扌
㠗	⿰山⿳㇒⿵冂米大
㠘	⿱山⿳⿴𦥑一八
㠙	⿰山⿱豕
㠚	⿰山⿰⿱⿱⿻⿰丨丨丷一⿱䒑土寸
㠛	⿰山⿱艹⿱隹又
㠜	⿰山⿰⿱匕矢⿱⿱乛丶⿱乛⿺人⺊
㠝	⿰山⿱⿰⿻二人⿻二人貝
㠞	⿱⿰彳⿰⿳山一王攵山
㠟	⿰山⿱⿰禾⿱𠆢⿴亅
㠠	⿰山⿸虍⿱田皿
㠡	⿰山⿳亠馬𧘇
㠢	⿱⿱山鬼衣
㠣	⿰山⿸⿸厂⿰禾禾止
㠤	⿰山⿱亠⿳吅⿱⿻⿱一一⿰丨丨一𧘇
㠥	⿰山⿱⿱田⿰田田土
㠦	⿰山⿱⿻山⿰⿻三丨⿻三丨豆
㠧	⿰山⿸⿸广林非
㠨	⿰山⿳⿲木⿱㐅乂木罒⿰寸
㠩	⿱⿺𠃊人⿲丿丨乚
㠪	⿱一⿱⺊一
㠫	⿱⿰工⿵几丶⿻二人
㠬	⿱⿰工口⿻二人
㠭	⿱⿰工工⿰工工
㠮	⿰⿱⿱䒑⿱⿻⿰丨丨丷一日工
㠯	⿰丨⿱
㠰	⿱⿰力口己
㠱	⿱己⿱八
㠲	⿰巾匕
㠳	⿱入巾
㠴	⿰巾⿹刀㇒
㠵	⿱⿱亠𠃊巾
㠶	⿰巾⿱㇒几
㠷	⿰巾及
㠸	⿰巾⿻二人
㠹	⿰巾⿱𠆢⿰丿丨
㠺	⿰巾少
㠻	⿱⿻土㇒巾
㠼	⿰巾斤
㠽	⿰巾⿱夂⺀
㠾	⿱⿰夕㔾巾
㠿	⿱⿰止匕巾
㡀	⿻丨⿱丷
㡁	⿰巾⿱大⿱一⿱一㇉
㡂	⿱⿰歹刂巾
㡃	⿰巾⿱⿺𠃊人⿲丿丨乚
㡄	⿰巾⿹勹日
㡅	⿰巾多
㡆	⿰巾⿱⿱亠𠃊⿲丿丨乚
㡇	⿰巾⿸耳乚
㡈	⿰巾⿱⺈⿸⿻口丿乚
㡉	⿰巾⿰弓⿱亠幺
㡊	⿰巾⿱⺈臼
㡋	⿰巾⿱大⿻日乚
㡌	⿰巾⿱⿵冂⿱一一⺝
㡍	⿱⿱白大巾
㡎	⿰巾⿳厶大彡
㡏	⿰巾⿱⿰⺝刂
㡐	⿰巾⿱䒑⿰⺝刂
㡑	⿱⿰禾火巾
㡒	⿰巾⿸⿱㇒丿⿱十目
㡓	⿰巾⿱冖車
㡔	⿱⿰⿹⿱⿱乛丶⿱乛亅㇒攵巾
㡕	⿰巾⿱艹⿻⿱冂一人
㡖	⿰巾⿳㇒車一
㡗	⿰巾⿸⿱㇒丿虎
㡘	⿰巾⿱丷⿻⿳一八⿰丨丨
㡙	⿰巾⿱⿱㇒⿴囗㐅比
㡚	⿰巾⿱⿱⿻⿱一一⿰丨丨一⿻冂土
㡛	⿰巾⿱艹⿱⿱亠𠃊⿲丿丨乚
㡜	⿰巾⿱示
㡝	⿰巾⿺辶⿱夂⿻三丨
㡞	⿰巾⿱⿻⿱⿻口一口丨女
㡟	⿰巾⿱日
㡠	⿰巾⿱⿰豆
㡡	⿰巾⿸厂⿰豆寸
㡢	⿰巾⿱日⿱罒方
㡣	⿰⿱巾
㡤	⿰巾⿱⿱⿻⿰丨丨丷一⿱䒑⿻一木
㡥	⿰巾⿱⿳爫工𫜹心
㡦	⿰巾⿱⿳宀一𣥂貝
㡧	⿰巾⿱穴⿱⿰豆
㡨	⿰巾⿹⿻戈从⿱非一
㡩	⿱⿲糹言糸巾
㡪	⿰巾⿱爫⿸尸⿱⿲止⿰丨丨巳夊
㡫	⿰幺⿱日⿹勹⿺𠃊人
㡬	⿹⿰丿𠃌
㡭	⿺𠃊⿳⿰幺幺一⿰幺幺
㡮	⿰⿻人⿳𠂉一⺄
㡯	⿸广⿱㇒〾⿻乚一
㡰	⿸广⿱一⿻一亅
㡱	⿸广久
㡲	⿸广戈
㡳	⿸广氏
㡴	⿸广立
㡵	⿸广⿱⿵𠆢丶⿱乛丶
㡶	⿸广⿱口八
㡷	⿸广⿻木一
㡸	⿸广⿸⿱𠂉丨二
㡹	⿸广且
㡺	⿸广⿱日一
㡻	⿸广⿰⿰丿卩
㡼	⿸广⿻日⿻㇂㇒
㡽	⿸广⿻⿻丨二
㡾	⿸广⿸⿰𠄌𫜹
㡿	⿸广⿱䒑⿻凵丿
㢀	⿸广⿻⿳一冂𠆢丨
㢁	⿸广多
㢂	⿸广⿱㇒⿰丨⿱
㢃	⿸广⿱丶⿸⿰𠄌𫜹
㢄	⿸广豆
㢅	⿸广⿱王廾
㢆	⿸广⿻日土
㢇	⿸广言
㢈	⿸广隹
㢉	⿸广⿰禾⿱㇒〾⿻乚一
㢊	⿸广⿱大⿹丁口
㢋	⿸广⿰亻多
㢌	⿸广⿰阝⿹丁口
㢍	⿸广⿱艹⿻⿱冂一人
㢎	⿸广⿶臼⿱㇒十
㢏	⿸广⿱⿰⺝刂
㢐	⿸广⿵⿱冂口
㢑	⿸广⿱隹十
㢒	⿸广⿸虍且
㢓	⿸广⿱立⿱日十
㢔	⿸广⿰彳⿱从⿺人⺊
㢕	⿸广⿰乡隹
㢖	⿸广⿱⿱㇒米田
㢗	⿸广⿱⿱⿱㇒大口⿵冂口
㢘	⿸广⿳䒑⿻⿰丨丨灬
㢙	⿸广⿰⿱⿱⿻一⿰丨丨一⿻口⿻土一力
㢚	⿸广⿸虍⿱田力
㢛	⿸广⿳吅从
㢜	⿸广⿱⿱⿻一⿰丨丨一⿱田心
㢝	⿸广⿰魚禾
㢞	⿸广⿱羽⿱田共
㢟	⿺廴
㢠	⿺廴⿵冂口
㢡	⿱⿰爿⿱⿻夕丶寸廾
㢢	⿱⿰⿱⺌⿵冂口攵廾
㢣	⿱⿰⿱艹⿹勹口攵廾
㢤	⿹⿻⿺⿻㇐㇂丶十⿰丿𠃌
㢥	⿰⿵冂⿱一口⿺⿻㇐㇂丶
㢦	⿰⿱⿹丁口⿹丁口⿺⿻㇐㇂丶
㢧	⿹弓一
㢨	⿰弓干
㢩	⿰弓⿹勹丶
㢪	⿰弓⿱一⿱一㇉
㢫	⿰弓山
㢬	⿰弓⿸⿻一丿厶
㢭	⿰弓攴
㢮	⿰弓⿱𠂉⿻乜丨
㢯	⿰弓民
㢰	⿰弓皮
㢱	⿰弓⿱厶小
㢲	⿳⿰弓弓一八
㢳	⿰弓⿱𠂉
㢴	⿹弓
㢵	⿰弓合
㢶	⿰弓⿱一白
㢷	⿰弓⿱山夕
㢸	⿰弓⿰弓攵
㢹	⿰弓辛
㢺	⿰弓⿱立女
㢻	⿰弓⿱禾女
㢼	⿰弓⿻丨⿱丷
㢽	⿰弓⿰弓耳
㢾	⿰弓⿱⿱一⿻口⿰丨丨土
㢿	⿰弓⿰亻⿱矢
㣀	⿰弓⿱十⿱八
㣁	⿰弓⿱⿱⿱⿻一⿰丨丨一㇒⿵⺆⿻二丨
㣂	⿰弓鬲
㣃	⿲弓⿳亠厶⺝弓
㣄	⿰弓⿱⿰氵⿷匚木
㣅	⿰弓⿱⿰⿱一⿸⿻𠃋丿乚⿱一⿸⿻𠃋丿乚日
㣆	⿰弓⿱⿻⿱一丨⿱八⿵冂⿰⿱㐅乂⿱㐅乂王
㣇	⿳⿱一⿱㇒㇒巾
㣈	⿰⿳⿱一⿱㇒㇒巾⿳⿱一⿱㇒㇒巾
㣉	⿰工彡
㣊	⿱攵彡
㣋	⿰⿴⿻二⿰丿丨丶彡
㣌	⿰⿱⺊口彡
㣍	⿰⿱厶口彡
㣎	⿳白⿲㇒丨丶彡
㣏	⿰⿱大⿱日十彡
㣐	⿰⿱白水彡
㣑	⿰⿸广⿻⿻丨月彡
㣒	⿰⿱丷⿱⿻⿴囗丨丷日彡
㣓	⿰⿱⿰⿱⺊夕又米彡
㣔	⿰彳丁
㣕	⿰彳大
㣖	⿰彳⿵大丶
㣗	⿰彳⿸⿱㇒丿
㣘	⿰彳⿹勹口
㣙	⿰彳由
㣚	⿰彳⿵冂⿱一口
㣛	⿰彳合
㣜	⿰彳⿰⿱一廾刂
㣝	⿰彳⿹戈⿻一丿
㣞	⿰彳⿱⿱八厶儿
㣟	⿰彳⿱士口
㣠	⿲彳丨⿱夂⺀
㣡	⿰彳⿰亻⿻口丨
㣢	⿰彳⿱丷⿹⿻弓丨㇒
㣣	⿰彳⿻大⿰入入
㣤	⿰彳⿱戈戈
㣥	⿰彳⿰亻⿱土寸
㣦	⿰彳⿱禾女
㣧	⿰彳⿰⿱幺⺝乚
㣨	⿰彳⿰女古
㣩	⿰彳林
㣪	⿰彳⿳爫一⿸⿻一丿又
㣫	⿰彳⿳㇒車一
㣬	⿰彳⿱口耳
㣭	⿰彳⿳⿶凵㐅八夊
㣮	⿰彳⿱十⿵冂⿱丷干
㣯	⿰彳⿸尸⿱⺌⺝
㣰	⿰彳⿱⿱㇒米心
㣱	⿰彳⿱⿻土一貝
㣲	⿲彳⿱山⿱一口攵
㣳	⿰彳⿱灬
㣴	⿰彳⿱⿱⿻一⿰丨丨一⿳一由八
㣵	⿰彳⿺辶⿱土羊
㣶	⿰彳⿱⿱亠⿴囗口⿱日一
㣷	⿰彳⿱⿱⿱宀心皿丁
㣸	⿰彳⿺⿱⿱⿻⿰丨丨丷一𧰨生
㣹	⿰彳⿸⿸广⿰亻隹心
㣺	⿰⿲㇒丨丶丶
㣻	⿱乂心
㣼	⿰忄⿹刀㇒
㣽	⿱女心
㣾	⿰忄⿴又丶
㣿	⿰忄⿹勹丶
㤀	⿱⿺𠃊入心
㤁	⿱⿱一大心
㤂	⿱及心
㤃	⿰忄方
㤄	⿰忄⿻一巾
㤅	⿱⿱一⿸⿻𠃋丿乚心
㤆	⿰忄⿸⿱㇒丿又
㤇	⿰忄⿱㇒大
㤈	⿰忄心
㤉	⿰忄⿹⿻丁𠃋㇒
㤊	⿰忄⿱㐅乂
㤋	⿰忄分
㤌	⿰忄⿴⿱⿻一⿰丨丨一一
㤍	⿱⿰工⿱一㇉心
㤎	⿱⿰力口心
㤏	⿰忄⿱夂⺀
㤐	⿱⿱⺊口心
㤑	⿰忄⿸⿻一丿口
㤒	⿰忄⿱大十
㤓	⿰忄⿻木一
㤔	⿰忄⿰亻寸
㤕	⿰忄出
㤖	⿰忄⿱宀丁
㤗	⿱⿻三人⺗
㤘	⿰忄⿱⺈𫜹
㤙	⿱⿴囗心
㤚	⿰忄⿰彳⿱一丁
㤛	⿰忄⿰亻⿱㇒士
㤜	⿰忄⿵⿰丿戈丶
㤝	⿰忄⿱亠⿱厶儿
㤞	⿰忄⿱宀⿱㇒〾⿻乚一
㤟	⿱⿻口⿻一⿰丨丨心
㤠	⿱⿰歹刂心
㤡	⿰忄⿰歹刂
㤢	⿰忄⿸⿻一丿⺝
㤣	⿱⿱丷⿱一廾心
㤤	⿰忄
㤥	⿰忄⿱丶⿳一⿰𠄌丿人
㤦	⿰忄⿻一⿻⿻口丿乀
㤧	⿰忄⿸⿸⿱㇒丿一口
㤨	⿰忄共
㤩	⿱⿱夂口心
㤪	⿱⿸歹㔾心
㤫	⿱⿸⿻一丿⺝心
㤬	⿰忄⿱土土
㤭	⿰忄⿱⿱㇒大⿰丿丨
㤮	⿱⿰犭王心
㤯	⿰忄⿵冂⿱八口
㤰	⿱⿰亻⿸⿱𠂉丨二心
㤱	⿰忄豆
㤲	⿱⿻大从心
㤳	⿰忄⿱不口
㤴	⿰忄⿸耳乚
㤵	⿱⿰子攵心
㤶	⿰忄⿻⿸⿺⿻一丿丶⿻乚㇒⿱㇒㇒
㤷	⿰忄⿱⿱⿵𠆢丶乛口
㤸	⿰忄⿱土⿻⿰丿亅八
㤹	⿰忄⿺⿻一⿰冫⿰亅丶
㤺	⿰忄⿱⿱亠𠃊⿲丿丨乚
㤻	⿱⿰⿴⿰丿丶⿻卩丶心
㤼	⿰忄⿰去力
㤽	⿰忄⿸⿻三丨寸
㤾	⿰忄⿱木
㤿	⿰忄⿱大⿻日乚
㥀	⿰忄⿱十
㥁	⿱⿺𠃊⿱十罒心
㥂	⿰忄⿱⿱日一寸
㥃	⿰忄門
㥄	⿰忄⿱夊
㥅	⿰忄⿳爫冖又
㥆	⿰忄⿻⿰冫⿰亅
㥇	⿰忄⿱戈戈
㥈	⿱⿰巾⿱⺊口心
㥉	⿰忄⿱立口
㥊	⿰忄⿰月月
㥋	⿱⿰亻衣心
㥌	⿰忄⿹勹米
㥍	⿰忄⿱八
㥎	⿱⿰禾心
㥏	⿰忄⿱⿻⿴⿱冂一一⿰丨丨八
㥐	⿱⿱⿰口卩心
㥑	⿱心
㥒	⿰忄⿱爫木
㥓	⿰忄⿱大⿹丁口
㥔	⿰忄⿳亠厶⺝
㥕	⿱⿱火火心
㥖	⿰⿻⿻⺆一丶⿱⿱八厶心
㥗	⿰忄⿱日文
㥘	⿰忄⿰去⿹刀㇒
